# Ring 2 OpenXmlValidator ratchet baseline (plan D3).
# Columns: pair_stem	error_id	description
# Ratchet direction: this file must only ever shrink (NEW keys fail the sweep).
#
# First real bless, 2026-09-05. Ring 2 had never been run: tools/validate-docx/
# is empty in this checkout (the C# project lives in the wt-r2 / wt-styles
# worktrees), so the previous "initial bless is empty" line described a sweep
# that had not happened rather than a clean corpus.
#
# Full sweep over the 207-pair word_based corpus: 1294 findings, 54 pairs.
# This baseline records that state so future regressions are detectable. It is
# NOT an assertion that these are acceptable. Triage so far:
#
#   ~495  r/g/b="0%" colour attributes  — INHERITED: 4 source documents carry
#         them; our output copies them through.
#     81  w:Unid undeclared             — OURS: internal PT scratch serialized
#         with the w: prefix, so the pt:* stripper misses it.
#         See KNOWN_ISSUES.md issue 4.
#     48  w:ins inside OMML math        — needs triage.
#    108  undeclared attributes incl. paragraphProperties="[object Object]"
#         — INHERITED from JS-generated fixtures (complex_style_attr.docx).
#
# Counts by error_id at bless time:
#     761  Sch_AttributeValueDataTypeDetailed
#     186  Sch_InvalidElementContentExpectingComplex
#     114  Sch_UnexpectedElementContentExpectingComplex
#     108  Sch_UndeclaredAttribute
#      76  Sch_MissRequiredAttribute
#      31  Sch_AttributeUnionFailedEx
#      16  Sch_ElementValueDataTypeDetailed
#       2  MC_InvalidPreserveAttributesAttribute
hr_onboarding_checklist_table_I_am_sharing_Microsoft_Word_vs_Google_Docs_Comprehensive_Proof_with_you.ours	Sch_UndeclaredAttribute
inventory_list_suggesting_deletions_inventory_list_suggesting_mixed_edits.ours	Sch_UndeclaredAttribute
italic_subscript_demo_style_default_missing_italic_text_formatting_demo_id_paraid_overflow_2.ours	Sch_InvalidElementContentExpectingComplex
mcdoc_meeting_agenda_table_2.ours	MC_InvalidPreserveAttributesAttribute
mcdoc_meeting_agenda_table_2.ours	Sch_InvalidElementContentExpectingComplex
meeting_agenda_table_2_meeting_agenda_table.ours	Sch_UndeclaredAttribute
multi_section_nested_table_rowspan.ours	Sch_AttributeValueDataTypeDetailed
multi_section_nested_table_rowspan.ours	Sch_InvalidElementContentExpectingComplex
nested_table_rowspan_numbered_list_demo_id_paraid_overflow.ours	Sch_AttributeValueDataTypeDetailed
numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple.ours	Sch_InvalidElementContentExpectingComplex
numbered_list_italic_demo_id_paraid_overflow_numwords_fldsimple.ours	Sch_UnexpectedElementContentExpectingComplex
numwords_fldsimple_ole_object.ours	Sch_InvalidElementContentExpectingComplex
numwords_fldsimple_ole_object.ours	Sch_UnexpectedElementContentExpectingComplex
ole_object_ooxml_style_link.ours	Sch_InvalidElementContentExpectingComplex
ole_object_ooxml_style_link.ours	Sch_UnexpectedElementContentExpectingComplex
ooxml_style_link_open_sans_bold_underline_id_paraid_overflow.ours	Sch_UnexpectedElementContentExpectingComplex
page_numbering_examples_potpourritest.ours	Sch_UndeclaredAttribute
page_numbering_examples_potpourritest.ours	Sch_UnexpectedElementContentExpectingComplex
project_tasks_suggesting_insertions_q1_sales_summary_table_2.ours	Sch_InvalidElementContentExpectingComplex
project_tasks_suggesting_insertions_q1_sales_summary_table_2.ours	Sch_UndeclaredAttribute
q1_sales_summary_table_quarterly_performance_report_table_2.ours	Sch_UndeclaredAttribute
quarterly_performance_report_table_2_quarterly_performance_report_table.ours	Sch_UndeclaredAttribute
quarterly_performance_report_table_red_bold_heading_demo_style_default_missing.ours	Sch_UndeclaredAttribute
sales_report_january_2026_suggesting_insertions_sample_document_afterword_repaired_word_repaired.ours	Sch_InvalidElementContentExpectingComplex
sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles.ours	Sch_UnexpectedElementContentExpectingComplex
sample_document_word_repair_of_our_output_word_repaired_small_font_size_demo_id_paraid_overflow.ours	Sch_InvalidElementContentExpectingComplex
sd_2517_localized_heading_styles_sectpr_headerref.ours	Sch_AttributeValueDataTypeDetailed
sd_2517_localized_heading_styles_sectpr_headerref.ours	Sch_UndeclaredAttribute
sd_2517_localized_heading_styles_sectpr_headerref.ours	Sch_UnexpectedElementContentExpectingComplex
sectpr_headerref_single_paragraph.ours	Sch_AttributeValueDataTypeDetailed
sectpr_headerref_single_paragraph.ours	Sch_UndeclaredAttribute
small_font_size_demo_id_paraid_overflow_strict01_sdt_controls.ours	Sch_InvalidElementContentExpectingComplex
strict01_sdt_controls_strict01.ours	Sch_AttributeUnionFailedEx
strict01_sdt_controls_strict01.ours	Sch_AttributeValueDataTypeDetailed
strict01_sdt_controls_strict01.ours	Sch_ElementValueDataTypeDetailed
strict01_sdt_controls_strict01.ours	Sch_MissRequiredAttribute
strict01_strikethrough_and_italic_combo_id_paraid_overflow.ours	Sch_InvalidElementContentExpectingComplex
subscript_demo_style_default_missing_subtitle_style_demo_id_paraid_overflow.ours	Sch_InvalidElementContentExpectingComplex
support_tickets_table_support_tickets_summary_id_paraid_overflow.ours	Sch_UndeclaredAttribute
support_tickets_table_table_bookmark_end.ours	Sch_UndeclaredAttribute
table_bookmark_end_table_vmerge_colspan.ours	Sch_AttributeValueDataTypeDetailed
table_vmerge_colspan_text_box.ours	Sch_AttributeValueDataTypeDetailed
text_highlight_demo_style_default_missing_times_new_roman_bold_id_paraid_overflow.ours	Sch_InvalidElementContentExpectingComplex
tiff_image_times_new_roman_bold_id_paraid_overflow.ours	Sch_InvalidElementContentExpectingComplex
verdana_italic_centered_demo_id_paraid_overflow_word_clean_strict01.ours	Sch_InvalidElementContentExpectingComplex
word_clean_strict01_word_tolerated_broken_media_rel.ours	Sch_InvalidElementContentExpectingComplex
word_tolerated_broken_media_rel_word_tolerated_duplicate_ppr.ours	Sch_UndeclaredAttribute
word_tolerated_broken_media_rel_word_tolerated_duplicate_ppr.ours	Sch_UnexpectedElementContentExpectingComplex
word_tolerated_duplicate_ppr_word_tolerated_misplaced_link.ours	Sch_UndeclaredAttribute
word_tolerated_duplicate_ppr_word_tolerated_misplaced_link.ours	Sch_UnexpectedElementContentExpectingComplex
word_tolerated_misplaced_link_word_tolerated_misplaced_pgsz.ours	Sch_UnexpectedElementContentExpectingComplex
word_tolerated_misplaced_pgsz_word_tolerated_misplaced_uipriority.ours	Sch_UnexpectedElementContentExpectingComplex
word_tolerated_misplaced_uipriority_word_tolerated_orphan_comment.ours	Sch_UnexpectedElementContentExpectingComplex
